lh_ROI1;lh_ROI2;lh_ROI3;lh_ROI4;lh_ROI5;lh_ROI6;lh_ROI7;lh_ROI8;lh_ROI9;lh_ROI10;lh_ROI11;lh_ROI12;lh_ROI13;lh_ROI14;lh_ROI15;lh_ROI16;lh_ROI17;rh_ROI1;rh_ROI2;rh_ROI3;rh_ROI4;rh_ROI5;rh_ROI6;rh_ROI7;rh_ROI8;rh_ROI9;rh_ROI10;rh_ROI11;rh_ROI12;rh_ROI13;rh_ROI14;rh_ROI15;rh_ROI16;rh_ROI17
2.034937202;1.087254575;0.258808827;-1.340270722;-0.0651805;0.664129465;-0.171192705;1.689145524;1.909561512;-1.109753105;0.944507716;1.492919033;1.071059848;0.750435066;1.355039985;1.562787415;0.404895401;0.895048547;1.188899687;0.409734958;0.778060886;1.866102929;0.547734445;0.256636718;1.694844036;1.73315698;-1.228137805;0.752096422;1.633901353;0.706970396;1.544784415;1.695547121;1.347256057;0.359147837
-0.067721988;1.043175128;-1.888238835;-0.277393459;-2.042047778;-1.255467998;0.444570833;-1.43483292;-1.415623736;-0.528816279;-0.670958495;-0.357103185;-0.778621491;0.04083743;0.275379364;0.005732643;0.134458527;0.032343914;1.092968854;-1.648274434;-0.091199336;-2.035917974;-2.269922111;0.666089508;-2.00912366;-1.406027904;-0.452188189;-1.120725675;-0.699789141;-0.389837972;-0.275354006;0.830737811;0.417812994;-0.336276687
0.705061286;-0.718767727;-0.346725084;-0.198825721;-0.321479708;1.396369364;0.646836751;1.293989599;0.857606349;-0.763053064;0.476624844;0.885649524;1.256818725;0.796486359;0.129077489;1.006863927;0.186610707;0.119988131;-0.144552533;-0.35766721;0.859478008;0.060071992;1.722595408;0.318152355;0.378147967;0.489188231;-0.415951732;0.686659915;0.480972859;1.262210515;0.411992929;-0.391297931;0.756959342;-0.308799256
0.50783785;1.005923072;1.200947323;0.830920739;0.45300012;-0.432265666;-0.096442228;1.569660155;0.12936975;-1.890074761;0.473333833;0.019760426;0.454252842;0.665042453;0.504778198;0.227791432;2.357924035;-0.65455307;-0.750406511;-0.504872026;0.787324398;-0.421602938;0.075232355;-0.216120352;0.702439527;0.155696255;-1.900629626;-0.227788349;0.063545159;0.968856104;0.771113901;0.15981439;0.671344519;2.437912292
0.089395512;-0.702385032;0.343254521;-1.460523151;0.111856764;-1.655532699;-0.472187924;-0.207314233;-0.210786694;-0.476111543;-1.134259048;0.863484535;0.060947925;0.64602567;0.155691346;0.556053981;0.029802594;-0.173725041;-0.269424692;-0.139894538;-0.138792599;0.234852653;-0.197953055;1.172768941;0.536004882;-0.069152107;-0.076602038;-0.639779275;0.464413043;0.08427728;0.205546867;-0.250925892;1.187896153;-0.739526903
-0.879453527;0.479816238;-1.82555712;0.476167358;-0.89416685;-1.509356355;-0.932167816;-0.603762446;-1.491193726;-1.745424482;-0.992338204;-0.383421697;0.042071911;0.11536305;-1.318816291;-0.888061568;0.222714325;-1.641976257;-0.850379849;-2.468603338;-0.151621352;-0.649548067;-0.670716686;-0.326872913;-0.294524719;-1.666719679;-1.648075422;-1.103227855;0.624426843;-0.56766892;0.557757981;-1.023567997;-1.533819757;-0.657273851
0.80691035;1.457515908;1.608784173;1.366737028;2.200640522;1.478533331;1.241408704;1.729874739;-0.360626593;-0.976552668;0.457089417;0.544059949;0.459099143;0.66206684;0.661907651;0.154529176;0.603140318;0.838432145;1.303904133;1.828061144;0.233089527;2.131389871;0.265274789;0.618220278;-0.159733221;-0.612122703;-0.330150631;0.325278081;0.195522292;-0.046523563;1.000937439;0.737948314;-0.413632225;0.044883184
-1.312908814;-0.08168524;-2.695312658;-0.580307067;-3.005661021;-0.808016145;0.35567617;-0.634034714;-0.634400648;-0.514993104;-0.252875512;1.303297986;-0.040959327;-0.660317452;0.653043507;-0.406819356;0.879626701;-0.683430318;-0.389581973;-1.448673312;0.032331777;-1.090966666;-0.46968985;1.727595988;-0.389717058;-0.963611468;0.122614254;0.422172173;0.954665388;0.102582114;-0.727729078;1.148626898;-0.002475358;0.669805758
-0.854195381;0.007580229;-1.98919329;-1.594602001;0.54174952;-1.03921267;-1.791929934;-1.488713525;0.248414803;0.105251756;-0.587163734;-1.077350925;-1.760201015;0.932297848;0.314274436;-1.563877529;-0.7455193;-0.680062516;0.25700959;-0.623021162;-0.467187582;0.828473909;-0.571144222;-1.609833534;-2.68416991;0.57636982;0.309968813;-0.752333951;-0.88436706;-1.121054849;0.501763961;-0.388366406;-1.754829409;-0.753494106
0.996785501;-0.55007401;-0.648135155;-0.04475533;0.205643737;0.980790115;1.413023206;0.761482012;-1.089652677;-0.429907174;-0.440157312;1.509644524;-0.102050799;1.337003168;-0.138999315;1.579317405;-0.265641366;0.398568969;-1.020331584;-1.49212648;-0.261623634;-0.965028328;0.986900307;1.154593638;1.365480557;-1.654691818;0.522139341;-0.454419059;0.875206871;-0.099788693;0.735990893;0.359534195;1.697763751;-0.36187386
0.05386901;0.541641766;0.057262533;1.16838058;-0.736155294;2.210304454;-0.015521351;-0.770255975;0.961542744;-0.187045718;1.219510173;0.079686143;-1.05576177;-0.837093739;0.254421622;0.271787072;0.383162838;0.484730167;1.120582341;0.369325373;0.117896324;-0.70463435;1.595591829;0.263165069;-0.193991101;0.671767212;0.754773416;0.980288115;-0.188493861;-0.468249006;-1.132866934;-0.147761026;0.381363856;-0.270597784
2.233003284;-1.334511178;-0.532730241;-0.784158922;0.884567374;0.476148079;0.05532582;-0.488723297;-0.1289093;0.643724097;1.63960923;1.486105075;0.399846465;1.140848736;0.536798664;0.688942798;1.109073854;1.933344716;-0.72118125;0.800141655;0.562701802;1.22282529;0.850123867;0.795546266;0.372213306;0.095547459;0.719977964;1.208402717;1.536966996;0.512518521;0.784764021;0.234906841;0.478700862;1.012486357
-1.096977185;0.162041716;0.653429443;-0.892569865;-0.637571226;0.872240979;-0.954882272;0.230914562;-0.695850546;-1.347549525;-0.88417314;0.544798604;0.441313856;0.321164105;0.155809482;-0.135998532;-1.4242393;-2.070115142;-0.600819161;-1.320282465;-0.073732682;-0.148967193;0.864215945;-1.25569947;-0.577529362;-0.870585006;-1.223217638;-1.104811946;1.588118361;0.594871298;0.179140807;0.885955691;-0.404948687;-0.983538151
1.805931721;0.597034471;-0.457573373;-0.156393422;-0.170304196;-0.320213702;0.111752196;-0.828874931;-1.517018695;-1.70131052;-1.264738478;-1.502158483;0.040945205;0.428614966;-0.255918883;-0.54782996;-1.633339775;0.615097812;-1.145350873;-1.28686127;0.114133053;-0.684440145;-0.032603866;-1.175078625;-1.806593767;-1.995048328;-1.642604883;-0.898133359;-1.646246856;-0.486550196;-0.001200857;-0.583824089;-0.835884796;-2.110445235
0.253908036;-0.446305669;1.154754911;1.513279675;-0.842157919;-0.275190096;-0.21844118;-0.534398009;-0.450164247;0.046742157;0.219964437;0.857026733;-0.077696992;-0.766924223;-1.380529508;-1.287115169;-1.067656886;-0.317898037;0.120675549;0.376028183;1.33914193;0.15973593;0.528981289;-1.659434353;-1.026120983;-0.552683938;-0.145470599;1.199812203;1.33568274;0.118970391;-0.70121803;-1.584954272;-0.866150691;-0.747046943
-0.518779956;-0.244143688;-0.169166696;0.46178797;0.976514163;-0.253526286;0.99032636;1.101369554;1.339220707;-1.096731649;0.821591328;1.115269542;1.316221495;-0.019375072;-1.217722444;-0.162803822;-1.63988232;-0.512904845;0.686057689;-0.531022591;1.385599891;1.653004062;1.182190574;0.487299337;0.715774989;0.243906752;-0.338165972;0.996407974;1.056060367;1.251056118;-0.22584598;-1.515140031;0.471890439;-1.455428984
-2.125890912;-1.059642582;-1.83872308;-1.639585049;0.043680557;-0.534945653;-0.869834371;-0.142427757;-1.275624165;-0.687037541;-0.628484134;-1.198651708;0.227908189;-0.674985967;-1.787918977;1.079017812;0.002486422;-0.33215273;-1.327143952;-1.831148534;-1.571103394;0.532528796;-0.165158422;-0.574329375;-1.099830531;-1.330105061;-0.314825642;-0.547323842;-0.844252089;-0.31427142;-0.948330152;-1.527734326;0.871245023;-0.888066445
0.726179703;-0.587887165;0.231759796;-0.516082202;0.162287918;-0.034748259;0.792094432;1.558968378;0.605362763;-0.361859916;0.393016069;-0.244261661;-0.19602478;1.332695693;-0.205554957;-0.826891803;0.382994731;0.947083859;-0.624829149;-0.036780716;0.115916821;1.54777891;0.754270891;0.267805206;0.26547315;0.33686713;-0.668586693;0.436894996;0.127225085;-0.622134923;1.704114027;-1.236500624;-0.426132241;-0.376479035
-1.119995045;-1.492310566;-0.447439403;-1.366548027;-2.753869325;-1.501165505;-2.545665126;-0.735927017;-0.852142657;-1.267960907;-1.20261883;0.976802024;-0.828532883;0.433453013;0.296009498;1.940568134;-0.91097661;-1.336256836;-1.571141449;-0.736633365;-0.163224154;-1.021473953;-0.920803655;-0.526876673;0.170645101;0.068012088;-1.809213711;-1.590079809;1.18791446;-0.006674896;0.76296155;-0.050293707;1.888890851;-0.485914711
1.994984267;0.733575232;0.969854186;2.01092365;0.805466581;0.855285487;1.457164746;0.596101406;-0.215456538;1.694739062;1.49631205;1.492878193;0.307156397;0.616855837;0.140716276;0.918069254;2.066370839;0.47162258;0.701445061;1.68500095;0.864910973;0.609101971;0.837968096;2.899888333;1.575856324;-0.135801515;1.462335012;2.060675771;1.031532017;0.916313419;1.314080714;0.470599084;0.996760371;2.422482218
-0.762353335;0.688596397;0.274638598;-0.033682941;0.81308758;1.235862664;1.121646661;0.740282257;0.204426014;1.010879749;0.436901799;1.699251199;0.411663718;-0.052857218;0.807097692;0.809891695;1.398902077;0.205496176;0.359295144;0.6704443;-0.449722238;0.123349151;0.585431241;0.50648797;0.990795707;0.713284032;0.758938267;0.53293564;1.980097738;0.574272362;-0.241826092;0.605494641;0.441567123;1.296381717
0.791278472;0.406239822;1.671233316;0.2545234;0.878436778;-0.212181759;1.385202686;1.187362229;1.598639337;2.016499757;0.662103969;0.805553147;1.801853954;1.006504408;2.540007855;1.259266602;2.130481168;0.742359703;1.088721824;1.637960633;1.311381632;1.372388914;-0.232629496;0.415539569;0.776477906;1.127969386;1.629610616;0.56071246;0.701397713;1.439257505;1.245321475;2.102598453;1.377460506;2.172552495
-1.424196841;0.622700574;0.80176506;-0.32363616;0.861231127;0.563219797;0.193103558;1.345300571;-0.61399832;0.408797413;1.947040852;-0.534186225;0.52630163;0.412491622;0.421996234;-0.194606629;0.406454896;-1.621216751;1.10168433;1.36862315;0.363343986;0.784024866;0.388245015;0.283296082;1.739973724;0.302370585;0.752222491;1.299522486;-0.565860472;0.179084502;0.565893189;-0.534465472;0.248454397;0.902972238
-1.4284618;0.679006068;-1.171760069;-1.025404396;-1.114696918;-1.144375669;-0.552106577;-0.821693581;1.663420911;0.845822387;0.785502954;1.41349511;-0.027006503;1.365884473;1.569732411;1.894634307;2.837704972;0.18076465;1.70541342;0.795945977;1.08807553;-0.026524356;-0.516720781;1.898702664;0.732631894;1.583840432;0.928404987;1.548945097;1.353264359;0.534996384;1.211290274;1.386862796;1.668799133;2.921644961
0.110004208;0.61474352;-0.399770159;-0.651152977;-1.055907327;-1.458787078;0.558276933;-0.12837772;-0.675442004;-0.891288405;-1.06340474;-0.280795012;-1.264253209;-1.830706353;-1.413748825;-0.960263845;-2.047879406;-0.708181119;1.651575177;-0.045349363;-0.510940455;-1.001658288;-1.208124539;-1.380397721;-1.184758664;-1.466316311;-0.900385419;-0.142600414;-0.148999809;-1.295409317;-1.190846072;-0.884807821;-2.096004794;-1.992130399
0.164567159;-0.284074519;-1.050751885;0.879465956;0.43976444;0.596379298;0.654472707;-1.036351547;0.234426163;0.541870999;0.463891443;-0.578484471;1.03514723;0.06787842;-1.636184537;-0.994094609;-0.332078375;-0.408225692;-0.163470968;-0.339353546;0.627931361;-0.025742286;0.40370214;-0.647908973;-1.535274948;0.248978279;0.58892249;-0.003979093;-0.461133258;1.489785893;0.309854662;-1.200690446;-0.003810893;-0.036116325
1.42369521;0.215528202;-2.326929401;0.149891671;-0.034123622;-0.568084728;-1.137189529;0.517456369;-0.148517162;-0.011480412;-1.524425729;0.163812503;-0.319414347;0.081758102;0.495986635;0.794266669;0.351702237;0.409597214;-0.109866892;-2.439224717;0.076450956;0.138030164;-1.053115984;-0.610732371;0.130791701;-0.856032027;-0.287618377;-1.382242505;-0.090775559;-0.363171004;-0.5675735;0.437098501;0.258270036;0.278330596
-0.38709275;-0.412406192;-0.7777851;0.959456046;0.235654681;-0.622671472;0.507713157;1.064730854;-1.744356775;-2.44175584;-1.538168497;-1.527149548;-2.186787423;-2.420875673;-0.819796208;-1.106792941;-0.65866623;-1.392028276;-2.181755178;-2.020541029;-0.594095409;-1.035574704;-1.696933799;-0.524596154;0.802031539;-1.976252824;-2.057011591;-1.171145254;-1.274817758;-2.255727267;-2.011230321;-2.279250266;-1.410097939;-1.304135246
-0.222865696;0.034674546;-0.663544551;-0.348052936;0.447507312;-0.411046584;-0.806172183;-0.72049287;-1.410883622;-1.057430267;-1.695148734;0.342156391;0.977706927;1.104176865;-0.882555946;-0.043510267;0.488097198;-0.336671536;-0.4703928;-1.09333934;1.452475511;0.838740508;1.730078727;-0.44556093;-0.176709212;-1.414830937;-0.938657314;-1.491024141;0.586701978;1.401319422;0.890777593;-1.290923097;-0.955240134;-0.717444021
-0.915216424;-1.571913444;-1.257274552;0.19794503;0.063240246;-1.951815854;-1.750966448;0.405282437;0.590090782;0.451466232;-0.524132362;-0.963707941;-0.262959133;0.573188116;0.183643533;0.697382479;1.467913307;-0.225392906;-0.015707488;-0.11073222;0.452530278;-0.161929959;-1.920388085;-0.279876183;1.110376597;0.710579811;0.384998515;-0.687331629;-0.155015171;-0.138846584;0.678732079;0.861402909;-0.100947096;1.210044113
-0.725330297;-0.296420345;-0.091230641;-1.103355072;-0.828810422;-2.491611064;-1.565658245;-1.119213254;-1.404207215;-0.270369826;-0.755634782;-0.057094408;-1.047533191;0.063588583;0.242456374;-0.138119672;-0.080817288;-0.532205314;-0.350302178;0.197766058;-0.978240939;0.781761205;-1.915772637;-1.435934427;-0.539331865;-0.251775105;-0.335672277;-0.039594566;-0.802340788;-0.702531965;-0.125566613;-0.151475253;0.436199604;-0.40512547
0.885650153;-0.839130997;1.0134062;0.63722112;0.819021407;-0.509095316;0.846013087;0.612785703;0.535069699;0.249315823;0.27672952;1.705561732;-0.250036208;1.179790222;0.511258645;1.689901437;2.326472822;1.072058076;0.281780801;-0.087050975;-0.457899876;0.418300203;-0.068826355;1.428427831;1.030562203;1.012123771;0.748333413;0.519258381;1.159810533;-0.019786288;1.471456935;0.795117191;1.147113078;2.21317211
-1.153336114;-1.529464965;-0.943419215;0.23338903;-1.58648399;-0.332329309;-0.120581354;-0.856420406;-0.497134572;-0.64600557;0.624848571;0.000582594;-1.157614345;0.207866253;1.169352121;0.493320615;0.221287249;0.53302828;-0.628540068;0.218779702;1.721328662;0.536976911;0.82641354;-0.073891595;-0.165505921;-0.029902854;-0.113265964;1.09523555;0.127180235;-0.822277699;0.088565962;0.348076924;0.513821941;0.353551426
-0.391193192;0.243209465;0.222109166;1.320308075;-1.194098528;-0.734787305;-0.749161166;-0.621248684;-1.083284119;-1.418448319;-2.173889409;-0.496492995;0.830294683;0.240241513;-0.819194103;0.577648461;-0.623528549;-1.351504592;-1.197802435;-0.531147731;1.062622968;0.122292342;0.031128235;-0.123074381;-1.127118095;-0.975175954;-1.701365501;-2.240581747;-0.266092145;1.427991481;-0.400434212;-0.951046413;-0.121202037;-0.314788347
-0.940849093;-0.694545144;-1.8267459;-1.428719841;-1.363881149;-0.639859727;-1.837118763;-1.687027474;-0.770819537;-0.054231073;0.233986135;-0.892302154;-1.354101149;-0.881366591;-0.480025933;-1.346034486;-0.082717499;-0.208629446;-0.080778799;-1.099153656;-1.152886025;-1.115291868;-1.411571271;-1.097364726;-0.842142868;-0.209534935;0.283447211;0.149108633;-0.381830996;-1.238655528;-1.875421605;-0.866271253;-1.595863424;-0.394907412
0.24762099;0.736542901;0.250862844;0.068747398;0.431429534;0.895046957;-0.131827924;-0.273213928;0.55185358;0.691131202;-0.257067107;0.892240595;0.27997816;0.371669415;0.359487298;0.454176483;0.688507839;0.083754507;1.846135646;1.428513468;-0.042985161;-0.583221555;-0.351223565;-0.493135481;-0.027709332;0.54537715;0.206930988;0.146553869;0.952570355;0.529462803;0.482328922;0.541832335;-0.115199704;0.647725006
0.323094512;-0.751862633;-1.961387417;-0.227467208;0.089128861;-0.279973803;-1.479751998;0.048255196;1.088023587;0.625164252;0.905427993;-0.955608678;-0.127449523;-0.459460954;-0.170770013;2.314768506;0.025508912;1.315520489;0.35390926;-0.302930184;-0.687769702;-0.444250276;1.177621023;-0.536659731;0.593632572;0.890262839;-0.133762703;1.546818105;-0.783595662;-0.515349487;-0.500103678;-0.364624879;1.013205158;0.241813684
-0.219720963;-0.065625253;-2.017339544;-1.444781355;-0.71686872;1.323729925;1.067733716;-0.394388176;0.550568316;-0.849479453;-0.613468381;0.981596913;0.528171482;-0.679968203;0.256747705;-0.594442956;-1.121745399;0.828785712;0.76800696;-1.334739939;-0.72095124;1.024304606;0.806258291;0.827243685;0.459255754;0.02087937;-0.251021973;-0.832562008;1.216777426;-0.573308612;-0.909382628;1.328706225;-0.944823476;-0.684487042
1.809891125;1.216392389;1.262602744;0.785322442;1.714450981;0.611913304;1.805404855;-0.273851673;0.106195727;0.994775919;0.889382733;0.626194673;0.2960151;-0.418498446;0.894046675;1.093412752;1.362600278;1.093348821;1.421340474;0.96401403;0.721782463;1.353643224;0.110039713;2.394912458;0.734057109;-0.446662428;1.767569099;0.608413121;0.779678825;0.277657412;0.091092674;1.007840431;0.982682661;1.332018717
0.591969985;1.882677798;0.615096099;0.258733151;0.963661772;2.283502989;0.557627588;1.75202381;0.219006117;0.583499584;0.365562992;0.643095095;0.894083753;0.880181585;0.206107302;1.501583989;0.607448749;0.333480009;1.5485646;0.436107235;0.090611311;1.35485864;1.721787672;0.897554855;1.507235483;-0.579510645;0.353451595;-0.094165952;0.490475327;1.016331965;0.783180219;0.744182967;1.760890365;0.646750691
-0.140030214;0.403824566;-2.13476798;-0.652499603;0.826931259;0.159221511;-0.684112382;-0.412867211;-0.03407417;-0.827704949;0.6292856;-1.089997663;-1.30481694;-1.227422807;0.650928847;0.733288154;0.365698237;0.166991881;0.790389404;-1.146124599;0.094996909;1.009218408;0.077753818;0.457388483;0.712823313;-0.641622597;-0.502850291;-0.087415965;-0.940355923;-0.626738339;-0.507238948;0.435490303;0.552063009;0.288310732
1.693931804;1.517400037;1.54284663;-1.082717402;1.600940984;0.195662416;1.88759521;1.998282565;0.676198313;-0.230706752;-0.480087193;0.020195885;-0.115568533;1.006791929;0.885278002;-0.431167216;-0.234863905;1.2920185;0.300471439;1.127035053;-1.175237454;0.660733139;0.546374441;0.327012925;0.849906543;0.88517914;0.333374459;-0.787354542;-0.400710839;0.317877606;1.605369276;0.418460189;-0.430358931;0.141263317
1.097002119;-0.919941951;0.021746718;0.515802112;1.718070132;-0.726748568;-0.504687741;0.714983527;0.601189844;0.092300367;0.106021156;1.554609098;0.133037653;-0.382674307;0.942193058;1.872721448;0.181423981;0.776175295;0.05575002;0.518456866;0.774181192;1.170163046;0.101749799;1.340027422;1.427321346;1.172097584;0.632946187;-0.192916994;1.463037361;0.48083882;-0.114669435;1.313591579;1.642541159;0.649658633
1.836318001;-0.392035035;0.337750383;1.374836002;0.208060431;0.738635912;0.355757212;-0.452228411;-0.923396317;0.195184619;0.003360029;-0.831687558;0.316194218;-0.56195978;0.264159308;-1.19268302;-0.081008818;1.076721062;0.20855578;0.667889291;0.285637585;-0.90497632;0.435575582;0.172021253;-1.033641453;-0.616259938;-0.541691657;0.070567919;-0.819061845;0.310822955;-0.37287701;-0.111206199;-1.15407164;-0.270157625
-0.667506637;0.104644878;-0.291937848;-1.104362544;-0.520416684;-0.599828281;-1.732996298;-1.982588775;0.647819629;0.197945763;-0.249581738;-1.770121061;0.15051798;-3.286455952;-0.128823988;-0.833438823;-1.130185893;-0.104421846;1.165015973;-0.384849512;-1.066663266;-1.406037511;-0.804397838;-0.80390695;-0.177467241;0.861593848;-0.530177943;0.039659647;-1.667146545;-0.43391321;-2.43399;-0.295656806;-0.830798287;-1.200379812
0.864950493;0.929138545;-1.580989334;-0.650110041;-0.423869905;-0.119707316;0.727327639;-0.213684988;0.602904083;0.804772688;-0.391302745;-1.201924837;-0.847333384;0.005401554;-0.998546965;0.59545749;-1.597843312;0.526905869;0.929797514;-0.534249867;-1.064744489;-0.560343643;-1.04901316;-1.154167376;-1.079329648;1.086752921;0.872315285;-0.033495587;-1.201730858;-1.073483069;0.107602791;-1.163348437;1.553936969;-1.134245858
-1.579447282;-0.245945739;-1.51867202;-0.616507759;-1.171836619;-1.159388076;-0.057117952;-0.498696274;-1.202411555;-0.997555583;-1.599009193;-1.160534812;-1.487446858;-0.232224961;0.984012069;1.540872566;0.257825984;-2.199001635;-1.087476221;-1.062590475;-0.707513742;-1.072269565;-0.126723651;2.022025816;2.060454104;-1.146849896;-1.732355652;-2.129271155;-0.19809336;-1.113192878;-0.288605019;-0.167761448;1.400210668;0.407390566
-1.307394051;-1.042677418;-1.373774082;-1.626491958;-2.754696978;-1.363375443;-1.417684824;-0.92496293;-1.233497392;0.238054663;-0.405612441;0.949921442;0.787526041;1.261864157;1.609084804;-0.768740646;0.4580391;-0.634058567;-0.2041011;-0.372450059;-0.964216001;-0.985595977;0.116960456;-0.709817214;-0.121911485;-0.807739926;0.652759993;-0.297321876;0.672358911;0.501753542;0.347763159;1.001786429;-1.372654964;1.014215079
0.237640185;-1.138327885;-1.286222508;-1.345270403;0.132903975;0.924695969;-1.653382911;-0.609575158;0.548101882;0.634902396;0.673384145;-0.466189853;0.885692282;0.900189769;-0.401392142;-0.252214856;0.472901497;0.707692717;-0.843005389;-1.46262025;-0.222341887;0.972943789;1.801651591;0.109409033;0.420950314;0.853562995;0.021935945;0.351395637;0.340776701;0.640082206;1.567322781;-0.410687896;-0.417237309;0.089859979
0.239944202;-1.307019904;-0.319787907;-1.115045476;0.380572935;-0.698059999;0.571416903;-1.295583436;-1.428298641;-1.800988398;-1.651785358;0.098396079;0.548209261;0.830894673;0.195352148;-1.103739424;-0.02995817;-0.569740665;-0.651165175;-0.001649531;0.028508913;-0.323856209;0.063492945;0.176331592;-1.054534365;-1.23495608;-1.637860513;-1.467410948;0.195731565;0.147041582;0.170689617;0.181964456;-0.602164971;-0.850943188
